review_id,feature,shopping_stage,pain_point,exploration_barrier,user_need,discovery_method,category_mentioned,sentiment,severity,exploration_banner
2671,General Experience,Discovery,Physical shopping is preferred over online.,Habit,Unknown,Unknown,Groceries,Negative,Low,
2672,General Experience,Discovery,Neighborhood streets are unsafe and dirty.,Habit,Better local infrastructure.,Unknown,Groceries,Negative,Medium,
2674,General Experience,Discovery,Lack of local grocery shops nearby.,Unknown,Reliable delivery in remote areas.,Unknown,Groceries,Neutral,Low,
2680,Pricing,Browsing,Need to check multiple apps for cheap prices.,Price Concern,Best prices in one place.,Unknown,Groceries,Neutral,Medium,
2682,Search,Searching,Unknown,Unknown,Cross-platform search functionality.,Search,Unknown,Neutral,Low,
2683,Search,Searching,Unknown,Unknown,Universal search across apps.,Search,Unknown,Neutral,Low,
2684,General Experience,Discovery,UI has some rough edges.,App Experience,Better app interface.,Unknown,Unknown,Neutral,Low,
2685,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Groceries,Neutral,Low,
2690,Pricing,Checkout,Delivery apps mislead customers with hidden high delivery charges.,Price Concern,Show transparent cart prices with delivery charges included.,Unknown,Unknown,Negative,High,
2691,Cart,Selection,Product names do not match word to word across apps.,App Experience,Better cart synchronization across platforms.,Unknown,Unknown,Neutral,Medium,
2694,General Experience,Discovery,Platforms are not integrated on a single network yet.,Lack of Awareness,Unified order lifecycle through consumer interface.,Unknown,Unknown,Neutral,Low,
2695,Delivery,Delivery,Delivery times need to match quick commerce speeds.,Unknown,Faster delivery times.,Unknown,Unknown,Neutral,Medium,
2696,General Experience,Discovery,Missing integration with other grocery platforms.,Lack of Awareness,Include more grocery platforms.,Unknown,Groceries,Positive,Low,
2697,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Groceries,Positive,Low,
2699,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Positive,Low,
2700,General Experience,Discovery,Doing price checks manually is tedious.,Habit,Automated price comparison app.,Unknown,Unknown,Positive,Medium,
2706,General Experience,Discovery,Limited service areas available.,Lack of Awareness,Expand service to more areas.,Unknown,Electronics,Positive,Low,
2707,General Experience,Discovery,Area dropdown is less precise than lat-long.,App Experience,Location selection based on lat-long.,Unknown,Unknown,Positive,Low,
2711,General Experience,Discovery,Service not available in other metro locations.,Lack of Awareness,Expand to other metro locations.,Unknown,Unknown,Positive,Low,
2712,General Experience,Discovery,Limited grocers and cities supported.,Lack of Awareness,Expand to different cities and grocers.,Unknown,Groceries,Neutral,Low,
2714,General Experience,Discovery,UI of the comparison app is not intuitive.,App Experience,More intuitive user interface.,Unknown,Unknown,Negative,Medium,
2716,Inventory,Searching,Products from certain apps fail to load.,App Experience,Fix product loading issues.,Search,Unknown,Negative,High,
2722,General Experience,Post-Purchase,Unknown,Habit,Unknown,Unknown,Snacks & Beverages,Positive,Low,
2723,General Experience,Discovery,Unknown,Habit,Unknown,Unknown,Snacks & Beverages,Positive,Low,
2724,General Experience,Discovery,Unknown,Habit,Unknown,Unknown,Snacks & Beverages,Neutral,Low,
2725,General Experience,Discovery,Product quality was mid historically.,Habit,Unknown,Unknown,Snacks & Beverages,Neutral,Low,
2727,Inventory,Discovery,Unknown,Unknown,Unknown,Unknown,Snacks & Beverages,Positive,Low,
2729,Inventory,Discovery,Unknown,Unknown,Unknown,Unknown,Snacks & Beverages,Positive,Low,
2730,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Snacks & Beverages,Positive,Low,
2731,Inventory,Discovery,Products are frequently out of stock.,Lack of Awareness,Better product availability.,Unknown,Snacks & Beverages,Negative,Medium,
2732,Inventory,Discovery,Unknown,Unknown,Unknown,Unknown,Snacks & Beverages,Neutral,Low,
2733,Inventory,Discovery,Unknown,Unknown,Unknown,Unknown,Snacks & Beverages,Positive,Low,
2735,Inventory,Discovery,Products are hard to find.,Lack of Awareness,Better product availability.,Unknown,Snacks & Beverages,Neutral,Medium,
2736,Inventory,Discovery,Products are out of stock almost everywhere.,Lack of Awareness,Better product availability.,Unknown,Snacks & Beverages,Mixed,Medium,
2737,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Snacks & Beverages,Neutral,Low,
2739,Inventory,Discovery,Products are hard to find and only available in tiny packets.,Limited Information,Larger pack sizes available.,Unknown,Snacks & Beverages,Mixed,Medium,
2740,Inventory,Discovery,Product quantity has decreased over time.,Unknown,Larger quantities in packs.,Unknown,Snacks & Beverages,Neutral,Low,
2741,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Snacks & Beverages,Neutral,Low,
2743,Inventory,Discovery,Unknown,Unknown,Unknown,Unknown,Snacks & Beverages,Positive,Low,
2744,Inventory,Discovery,Products are very hard to find.,Lack of Awareness,Better product availability.,Unknown,Snacks & Beverages,Negative,High,
2745,Inventory,Discovery,Unknown,Unknown,Unknown,Unknown,Snacks & Beverages,Positive,Low,
2747,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Snacks & Beverages,Positive,Low,
2748,Inventory,Discovery,Products are hard to find.,Lack of Awareness,Easier product discovery.,Unknown,Snacks & Beverages,Neutral,Medium,
2749,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Snacks & Beverages,Positive,Low,
2751,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Snacks & Beverages,Positive,Low,
2753,Inventory,Discovery,Products sell out too quickly.,Lack of Awareness,Better stock availability.,Unknown,Snacks & Beverages,Negative,Medium,
2754,General Experience,Post-Purchase,Unknown,Unknown,Unknown,Unknown,Unknown,Positive,Low,
2760,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Negative,Low,
2761,Checkout,Checkout,Failed to deliver paid items.,Trust,Reliable order fulfillment.,Unknown,Unknown,Negative,High,
2762,Checkout,Checkout,Payment failed but items delivered.,App Experience,Stable payment processing.,Unknown,Unknown,Mixed,Medium,
2763,Checkout,Delivery,Cannot trust delivery and payment systems.,Trust,Reliable delivery verification.,Unknown,Unknown,Negative,High,
2764,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Neutral,Low,
2765,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Positive,Low,
2766,Pricing,Discovery,Unknown,Unknown,Better prices and rewards.,Unknown,Unknown,Positive,Low,
2767,Inventory,Browsing,Extremely limited selection available.,Limited Information,Larger product selection.,Unknown,Groceries,Mixed,Medium,
2768,Pricing,Discovery,Poor problem resolution.,Price Concern,Better offers and rates.,Offers,Groceries,Mixed,Medium,
2770,Delivery,Delivery,Unknown,Unknown,Fast delivery.,Unknown,Unknown,Positive,Low,
2771,General Experience,Post-Purchase,Unknown,Unknown,Consistent service.,Unknown,Unknown,Positive,Low,
2772,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Neutral,Low,
2773,General Experience,Browsing,Unknown,Unknown,Better shopping experience.,Unknown,Unknown,Positive,Low,
2774,Checkout,Checkout,Delivery apps are not flawless.,Trust,Flawless delivery process.,Unknown,Unknown,Neutral,Medium,
2777,Delivery,Delivery,Unknown,Unknown,Proper cooling for ice creams.,Unknown,Snacks & Beverages,Positive,Low,
2778,Inventory,Browsing,Products remain out of stock.,Limited Information,Restock notification.,Unknown,Unknown,Negative,Medium,
2779,Checkout,Checkout,Backend allows transactions for out of stock items.,App Experience,Accurate inventory status during checkout.,Unknown,Unknown,Negative,High,
2782,Pricing,Checkout,Removed free delivery for small orders.,Price Concern,Free delivery on orders.,Unknown,Groceries,Negative,High,
2786,Categories,Post-Purchase,Poor product quality and unresponsive help centre.,Trust,Responsive customer support and easy returns.,Unknown,Groceries,Negative,High,
2789,General Experience,Post-Purchase,Unknown,Unknown,Unknown,Unknown,Unknown,Positive,Low,
2790,Checkout,Post-Purchase,Getting refunds is difficult and items are missing.,Unknown,Easier refund process and accurate deliveries.,Unknown,Groceries,Negative,High,
2792,General Experience,Discovery,Instant delivery apps are terrible.,App Experience,Better offline shopping alternatives.,Unknown,Groceries,Negative,High,
2793,Inventory,Browsing,Getting heavy staples alone is difficult.,Unknown,Home delivery for heavy items.,Unknown,Groceries,Neutral,Medium,
2794,Inventory,Post-Purchase,Received extremely rotten vegetables.,Trust,Fresh vegetable quality checks.,Unknown,Groceries,Negative,High,
2795,Checkout,Post-Purchase,Received rotten food and did not get refund.,Trust,Refunds for spoiled items.,Unknown,Groceries,Negative,High,
2797,General Experience,Post-Purchase,Claim process is difficult.,Unknown,Easier claim process.,Unknown,Unknown,Positive,Medium,
2798,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Positive,Low,
2799,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Positive,Low,
2800,Inventory,Discovery,Unknown,Unknown,Better grocery quality.,Recommendations,Groceries,Positive,Low,
2801,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Neutral,Low,
2802,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Neutral,Low,
2803,General Experience,Discovery,Unknown,Unknown,Referral code.,Recommendations,Unknown,Neutral,Low,
2804,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Positive,Low,
2805,General Experience,Post-Purchase,Unknown,Unknown,Unknown,Unknown,Unknown,Positive,Low,
2806,Inventory,Browsing,Vegetables are refrigerated and lack freshness.,Trust,Fresher vegetables.,Unknown,Groceries,Negative,Medium,
2807,General Experience,Discovery,Food quality and organic certifications are unreliable.,Trust,Safer food produce.,Unknown,Groceries,Neutral,Low,
2808,Inventory,Discovery,Unknown,Lack of Awareness,Source information for produce.,Unknown,Groceries,Neutral,Low,
2809,Inventory,Discovery,Unknown,Unknown,Unknown,Unknown,Groceries,Positive,Low,
2810,Inventory,Discovery,Unknown,Unknown,Direct farm sourcing.,Unknown,Groceries,Positive,Low,
2811,General Experience,Discovery,Produce is grown using sewage water.,Trust,Safe and clean produce.,Unknown,Groceries,Negative,High,
2812,Categories,Discovery,Unknown,Unknown,Better product discovery.,Categories,Snacks & Beverages,Neutral,Low,
2813,General Experience,Discovery,Local store produce quality is poor.,Trust,Better quality vegetables.,Unknown,Groceries,Positive,Low,
2814,General Experience,Discovery,Produce grown in sewage water.,Trust,Safe vegetables.,Unknown,Groceries,Negative,High,
2815,General Experience,Discovery,Contaminated produce in the market.,Trust,Tested heavy metal-free produce.,Unknown,Groceries,Positive,Medium,
2816,Pricing,Discovery,Uncertainty about high vegetable prices.,Price Concern,Affordable vegetables.,Unknown,Groceries,Neutral,Low,
2817,General Experience,Discovery,Heavy metal contaminated food causes disease.,Trust,Safe and healthy food options.,Unknown,Groceries,Negative,High,
2871,Delivery,Checkout,Low delivery partner pay and long hours.,Unknown,Fair pay for delivery agents.,Unknown,Unknown,Negative,High,
2872,Delivery,Checkout,High delivery costs for urgent orders.,Price Concern,Free delivery options.,Unknown,Unknown,Mixed,Medium,
2873,General Experience,Discovery,Inconsistent product quality across apps.,Trust,Consistent product quality.,Unknown,Groceries,Neutral,Medium,
2874,General Experience,Discovery,Inconsistent quality and high prices.,Price Concern,Reliable and fresh products.,Unknown,Groceries,Mixed,Medium,
2876,General Experience,Post-Purchase,Difficulty in getting refunds for bad items.,Trust,Easy refund policy.,Unknown,Groceries,Neutral,Medium,
2877,Categories,Discovery,Other platforms lack imported brands.,Lack of Awareness,More imported brand availability.,Categories,Groceries,Positive,Low,
2880,General Experience,Discovery,Local shops offer better cost and quality.,Habit,Better local shopping alternatives.,Unknown,Groceries,Positive,Medium,
2881,General Experience,Discovery,Cannot find good local stores.,Lack of Awareness,Good local stores with reasonable costs.,Unknown,Groceries,Negative,Medium,
2882,General Experience,Discovery,Physical shopping feels more convenient.,Habit,Convenient local supermarket access.,Unknown,Groceries,Positive,Low,
2883,General Experience,Selection,Unknown,Habit,Convenient store pickup options.,Unknown,Unknown,Neutral,Low,
2884,Categories,Browsing,Cannot manually pick fruits and veggies.,Trust,In-store manual product selection.,Categories,Groceries,Negative,Medium,
2885,Pricing,Discovery,Fresh produce quality is poor.,Trust,Fresh produce with good pricing.,Unknown,Groceries,Mixed,Medium,
2886,Delivery,Delivery,Delivery times are longer than advertised.,App Experience,Accurate delivery time estimates.,Unknown,Groceries,Mixed,Medium,
2888,Categories,Browsing,Unknown,Unknown,Good quality organic products.,Categories,Groceries,Positive,Low,
2889,Pricing,Discovery,Fresh fruits and veggies are cheaper offline.,Price Concern,Lower prices on fresh produce.,Unknown,Groceries,Negative,Medium,
2890,Inventory,Post-Purchase,Stale items and wrong products delivered often.,Trust,Fresh and accurate product delivery.,Unknown,Groceries,Negative,High,
2891,Delivery,Checkout,High delivery charges are a turn off.,Price Concern,Lower delivery charges.,Unknown,Groceries,Negative,High,
2892,General Experience,Browsing,Unknown,Habit,Convenient random item ordering.,Unknown,Groceries,Neutral,Low,
